true_label,prediction,count
compromised_card,verify_my_identity,1
contactless_not_working,activate_my_card,1
contactless_not_working,card_about_to_expire,1
request_refund,Refund_not_showing_up,1
request_refund,card_acceptance,1
request_refund,card_payment_wrong_exchange_rate,1
request_refund,declined_card_payment,1
pending_transfer,transaction_charged_twice,1
pending_transfer,transfer_into_account,1
pending_transfer,transfer_not_received_by_recipient,1
pending_transfer,unable_to_verify_identity,1
pending_transfer,verify_my_identity,1
pin_blocked,card_not_working,1
pin_blocked,card_swallowed,1
pin_blocked,lost_or_stolen_card,1
receiving_money,activate_my_card,1
receiving_money,card_payment_not_recognised,1
receiving_money,card_payment_wrong_exchange_rate,1
pending_top_up,receiving_money,1
supported_cards_and_currencies,balance_not_updated_after_bank_transfer,1
receiving_money,card_swallowed,1
receiving_money,cash_withdrawal_not_recognised,1
receiving_money,change_pin,1
receiving_money,exchange_via_app,1
contactless_not_working,exchange_rate,1
contactless_not_working,get_physical_card,1
contactless_not_working,lost_or_stolen_phone,1
contactless_not_working,request_refund,1
contactless_not_working,unable_to_verify_identity,1
cash_withdrawal_not_recognised,failed_transfer,1
cash_withdrawal_not_recognised,lost_or_stolen_card,1
cash_withdrawal_not_recognised,receiving_money,1
cash_withdrawal_not_recognised,transfer_not_received_by_recipient,1
receiving_money,transfer_fee_charged,1
receiving_money,verify_my_identity,1
supported_cards_and_currencies,top_up_by_card_charge,1
supported_cards_and_currencies,topping_up_by_card,1
supported_cards_and_currencies,transfer_fee_charged,1
supported_cards_and_currencies,transfer_into_account,1
supported_cards_and_currencies,verify_source_of_funds,1
supported_cards_and_currencies,visa_or_mastercard,1
request_refund,exchange_rate,1
reverted_card_payment?,balance_not_updated_after_bank_transfer,1
reverted_card_payment?,card_acceptance,1
reverted_card_payment?,card_not_working,1
reverted_card_payment?,card_payment_not_recognised,1
reverted_card_payment?,country_support,1
reverted_card_payment?,exchange_rate,1
reverted_card_payment?,receiving_money,1
reverted_card_payment?,request_refund,1
reverted_card_payment?,transfer_into_account,1
cash_withdrawal_not_recognised,card_about_to_expire,1
cash_withdrawal_not_recognised,card_not_working,1
cash_withdrawal_not_recognised,card_payment_wrong_exchange_rate,1
card_payment_wrong_exchange_rate,passcode_forgotten,1
card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,1
card_swallowed,card_linking,1
change_pin,cash_withdrawal_not_recognised,1
change_pin,transfer_into_account,1
compromised_card,card_payment_fee_charged,1
compromised_card,card_swallowed,1
compromised_card,get_physical_card,1
cash_withdrawal_charge,cash_withdrawal_not_recognised,1
cash_withdrawal_charge,declined_cash_withdrawal,1
cash_withdrawal_charge,exchange_rate,1
cash_withdrawal_charge,reverted_card_payment?,1
supported_cards_and_currencies,receiving_money,1
card_swallowed,getting_spare_card,1
card_swallowed,reverted_card_payment?,1
card_swallowed,terminate_account,1
cash_withdrawal_charge,activate_my_card,1
card_payment_not_recognised,card_payment_wrong_exchange_rate,1
card_payment_not_recognised,cash_withdrawal_not_recognised,1
card_payment_not_recognised,declined_card_payment,1
card_payment_not_recognised,order_physical_card,1
top_up_by_bank_transfer_charge,exchange_rate,1
top_up_by_bank_transfer_charge,pending_card_payment,1
top_up_by_bank_transfer_charge,pending_transfer,1
top_up_by_bank_transfer_charge,top_up_by_card_charge,1
supported_cards_and_currencies,card_payment_not_recognised,1
supported_cards_and_currencies,declined_card_payment,1
supported_cards_and_currencies,exchange_rate,1
supported_cards_and_currencies,exchange_via_app,1
top_up_failed,cash_withdrawal_not_recognised,1
top_up_failed,edit_personal_details,1
top_up_failed,exchange_via_app,1
top_up_by_card_charge,balance_not_updated_after_bank_transfer,1
top_up_by_card_charge,card_acceptance,1
top_up_by_card_charge,card_not_working,1
top_up_by_card_charge,card_payment_not_recognised,1
top_up_by_card_charge,exchange_rate,1
top_up_by_cash_or_cheque,pending_card_payment,1
terminate_account,cancel_transfer,1
terminate_account,lost_or_stolen_phone,1
terminate_account,request_refund,1
top_up_by_bank_transfer_charge,balance_not_updated_after_bank_transfer,1
top_up_by_bank_transfer_charge,card_acceptance,1
card_swallowed,cash_withdrawal_charge,1
card_swallowed,declined_cash_withdrawal,1
top_up_by_cash_or_cheque,pending_cash_withdrawal,1
top_up_by_cash_or_cheque,topping_up_by_card,1
top_up_by_cash_or_cheque,transfer_not_received_by_recipient,1
top_up_by_cash_or_cheque,verify_top_up,1
top_up_failed,activate_my_card,1
card_payment_not_recognised,transaction_charged_twice,1
card_payment_not_recognised,transfer_into_account,1
card_payment_not_recognised,wrong_amount_of_cash_received,1
card_payment_wrong_exchange_rate,card_not_working,1
card_payment_wrong_exchange_rate,change_pin,1
card_not_working,card_payment_fee_charged,1
card_not_working,card_payment_not_recognised,1
card_not_working,declined_card_payment,1
card_payment_fee_charged,activate_my_card,1
card_payment_fee_charged,card_linking,1
top_up_failed,balance_not_updated_after_cheque_or_cash_deposit,1
top_up_failed,reverted_card_payment?,1
top_up_failed,topping_up_by_card,1
top_up_failed,transaction_charged_twice,1
top_up_failed,unable_to_verify_identity,1
top_up_failed,verify_my_identity,1
card_payment_fee_charged,card_swallowed,1
card_payment_fee_charged,edit_personal_details,1
card_payment_not_recognised,apple_pay_or_google_pay,1
card_payment_not_recognised,card_arrival,1
card_arrival,passcode_forgotten,1
card_delivery_estimate,activate_my_card,1
card_delivery_estimate,card_acceptance,1
top_up_failed,why_verify_identity,1
top_up_limits,automatic_top_up,1
top_up_limits,country_support,1
top_up_limits,extra_charge_on_statement,1
top_up_reverted,activate_my_card,1
top_up_reverted,automatic_top_up,1
card_delivery_estimate,country_support,1
card_delivery_estimate,edit_personal_details,1
card_delivery_estimate,get_physical_card,1
card_delivery_estimate,pending_card_payment,1
card_linking,card_acceptance,1
card_acceptance,card_payment_fee_charged,1
card_acceptance,compromised_card,1
top_up_reverted,card_not_working,1
top_up_reverted,exchange_rate,1
top_up_reverted,failed_transfer,1
top_up_reverted,receiving_money,1
top_up_reverted,request_refund,1
top_up_reverted,terminate_account,1
top_up_failed,receiving_money,1
transaction_charged_twice,pending_transfer,1
transaction_charged_twice,request_refund,1
transaction_charged_twice,transfer_fee_charged,1
transaction_charged_twice,verify_my_identity,1
top_up_reverted,transfer_into_account,1
topping_up_by_card,activate_my_card,1
topping_up_by_card,card_not_working,1
topping_up_by_card,card_swallowed,1
topping_up_by_card,cash_withdrawal_not_recognised,1
topping_up_by_card,failed_transfer,1
topping_up_by_card,pending_top_up,1
topping_up_by_card,terminate_account,1
topping_up_by_card,top_up_by_card_charge,1
topping_up_by_card,transaction_charged_twice,1
top_up_limits,transfer_into_account,1
top_up_limits,verify_top_up,1
transaction_charged_twice,card_payment_not_recognised,1
card_acceptance,disposable_card_limits,1
card_arrival,activate_my_card,1
card_arrival,card_about_to_expire,1
card_arrival,card_acceptance,1
card_arrival,edit_personal_details,1
card_arrival,order_physical_card,1
cancel_transfer,receiving_money,1
cancel_transfer,terminate_account,1
cancel_transfer,transaction_charged_twice,1
cancel_transfer,wrong_amount_of_cash_received,1
card_about_to_expire,activate_my_card,1
card_about_to_expire,balance_not_updated_after_bank_transfer,1
transaction_charged_twice,change_pin,1
transaction_charged_twice,country_support,1
transaction_charged_twice,edit_personal_details,1
beneficiary_not_allowed,pending_transfer,1
transfer_not_received_by_recipient,terminate_account,1
transfer_not_received_by_recipient,verify_my_identity,1
transfer_timing,card_arrival,1
transfer_timing,card_delivery_estimate,1
transfer_fee_charged,exchange_rate,1
transfer_fee_charged,failed_transfer,1
